,Custom Portfoilo,SOROS FUND MANAGEMENT LLC,PAULSON & CO.INC. ,TIGER GLOBAL MANAGEMENT LLC,BERKSHIRE HATHAWAY INC,Algo 1,Algo 2,SP500 TSX 60
2015-12-09,3.4581223124374407,-0.003791744723916,-0.0038401801800457,-0.0094318817354386,-0.014748960726263,0.0096481811342826,-0.0097311197181611,0.0011700549507951408
2015-12-10,-1.2731637014074502,0.0004733786388644,0.0029771205604953,0.0005942200925348,-0.0005097216878294,0.0027307261550908,0.0003964852069941,0.006106237715061358
2015-12-11,-4.733937915948864,-0.0155538795499735,-0.008344656901489,-0.0179806893562463,-0.0342804778100951,-0.0175369189330495,-0.0180838920627431,-0.017411626240052103
2015-12-14,-2.021902627076133,-0.0041052890985568,-0.0001517312512825,0.012145951158309,0.0047631813699455,-0.0138861893744744,-0.0084249421945605,-0.007385486260696905
2015-12-15,-0.24308039064969378,0.0111636354684552,0.0075871225802572,0.0134568480815251,0.0091115876948897,0.0091558014391551,0.0103894025586775,0.01765036245154783
2015-12-16,-1.2759896959419827,0.0106862839096821,0.0053793102469488,0.0133265933613089,0.0244839094737074,0.012167283402119,0.0163632821380287,0.019080356389570285
2015-12-17,0.49006320510425216,-0.0080556481454208,-0.0056036637738238,-0.0135517811422282,-0.0053767750450915,-0.0034202226673965,-0.0078129539027647,-0.011860022117441194
2015-12-18,1.8728783452499953,-0.0040216366509284,-0.0056812665353828,-0.0160629214355765,-0.0116124401126398,0.002548551356539,-0.0061635308067215,0.0011045409160539421
2015-12-21,-1.7182298135287357,0.0053157688919189,0.004494523451032,0.0155926628814355,-0.0017649029677012,0.0006701229507899,0.0076483038398944,0.0007739379467610608
2015-12-22,-0.4449861573499406,0.0055085699193593,0.0038824160749246,0.0170283940898159,0.0015585853863333,0.015359403520558,0.0064358662206511,0.0037193944015749825
2015-12-23,-0.10993464559783561,0.0089394661176034,0.0080663771071147,0.0185960225991166,0.0106767343438114,0.0171690121490208,0.0097077517516917,0.015443870835581741
2015-12-24,2.747500223336798,0.0005289365336429,-0.0004796492566916,-0.0054010834389848,-0.0025350380089897,0.0023245147256227,0.0019333949920669,0.0018735542807590821
2015-12-29,0.0051185618126208254,0.0082873320236021,0.0063663688823563,0.0144357640569849,0.0127411203797744,0.0040750157422675,0.0081417102051646,-0.004812243609971567
2015-12-30,-2.146366173087043,-0.0096739646477411,-0.003495616122572,-0.0107751808786171,-0.0149448896182303,0.0028796655918082,-0.0101017959905821,-0.007810807240058115
2015-12-31,-1.0367951010124195,-0.0025840779527201,-0.0032372395207825,-0.0109739362458862,-0.0065017926173082,0.0131603381787862,-0.003077364676813,-0.010069782359086621
2016-01-04,-142.53719610502128,-0.0132631480923082,-0.0060373490567597,-0.0060173178357587,-0.0431899209745227,-0.000307439395017,-0.0144849574706767,-0.006364359586316759
2016-01-05,-0.5363389170947666,-0.000397849907416,0.0022417895925077,0.0067978469393283,-0.0029600131284786,0.0091597373509335,0.001770008933824,-0.0005422695644438091
2016-01-06,-0.6263068161966028,-0.0115578023315012,-0.0069551978611549,-0.0033492292463385,0.0177577814892619,0.0103455366539969,-0.015502555431422,-0.01496423413368586
2016-01-07,2.1205719564411774,-0.020495339458921,-0.0071669561768193,-0.0213237469876946,-0.0339444108425022,-8.051325076453841e-05,-0.0290614363488991,-0.021890027343872798
2016-01-08,-0.7980710617860272,-0.0081489679293088,-0.0083069741846065,-0.0100710526701977,-0.0175846693990658,-0.0068966796127819,-0.0129413773179185,-0.0002217186246052938
2016-01-11,-5.378006902038023,-0.0052715630072485,-0.00147994062459,0.0116993853440408,-0.0039265027969567,-0.0076270891005346,-0.0184506716302887,-0.010140252059989807
2016-01-12,-0.6517445696436073,0.0028752862885179,0.0007026002056103,0.0106851801232246,0.0183885645441486,0.0009758667481023,-0.008696938225599,0.004436146681007447
2016-01-13,-5.647090006632665,-0.0222782595311354,-0.0147617852670978,-0.0303487892025661,-0.0506116848370029,-0.0309511961610509,-0.0282727252299507,-0.016445098150138615
2016-01-14,-0.6914873046435001,0.0129258302217081,0.0128626511866758,0.0039019058061586,0.0151411712178888,0.0253400661102417,0.010144760996105,0.01360841582165273
2016-01-15,2.0704310049596617,-0.0188228249618708,-0.0093873069072184,-0.0209722335254629,-0.0279983184301094,-0.0209408714214084,-0.0201102151052379,-0.021284805565485954
2016-01-19,-0.22641643217093066,-0.0089791766259067,-0.0056997687462635,0.0087404765446699,0.0083484875351749,-0.0277865650982568,-0.0167350793217594,0.005030074098760995
2016-01-20,-0.673533902408805,-0.0075514126549584,0.0005640122011685,0.0079929944869105,-0.0122718907810954,0.01466116090237,-0.0026428055736103,-0.013258358439757867
2016-01-21,-2.792384514398015,0.0080355150189943,0.0023676646018087,0.0198209598645493,-0.0080800413280434,0.0263585776589102,0.0094161375712338,0.016275285799084882
2016-01-22,-0.7460547086793596,0.0182076144407639,0.0100981881473842,0.0196290064491091,0.0145780370603707,0.026711593993812,0.0226335294436672,0.02938884300747935
2016-01-25,-2.825901503046477,-0.0163168128004254,-0.0063653987358649,-0.0082624932011905,-0.0194333805090445,-0.009831043250409,-0.0142756358214892,-0.01988929406807982
2016-01-26,-1.4782062447101778,0.0158538842178064,0.0075786929632841,0.0217464221853289,-0.0021466211176581,0.0066323689319618,0.0196086932527507,0.015495142944670137
2016-01-27,-3.5804081458751273,-0.0097837852841706,-0.0094120082943345,-0.0026027347609381,-0.0441221038676988,0.004883555331463,-0.0083891874910885,0.003766831125946002
2016-01-28,-4.393353698932795,-0.0009437190933035,-0.0096188698837608,0.0011948853831031,0.0069639930558982,0.0034730123580145,0.002787869202015,0.01730198573733399
2016-01-29,0.13721632305116382,0.0208148952068381,0.0119362978237651,0.0256820376600022,0.0153659690779637,-0.0013815068553586,0.024831350103651,0.01828155016744848
2016-02-01,-0.7299955789808784,0.001107017439405,0.0033310310013325,-0.0092449044218773,0.0017438710048272,0.0094052660175133,-0.0010737474457484,-0.011523826384539748
2016-02-02,-2.9660967026722784,-0.0179247117945297,-0.0093508561845955,-0.0155707969477437,-0.0303831551288507,0.0035683965320518,-0.0195191239384757,-0.018313336284170423
2016-02-03,-0.8644161375622031,0.0038704614262496,0.0017817559218484,-0.009526026131964,-0.0073906927757796,-0.0090385154170703,0.012126661258055,0.012116769782981596
2016-02-04,-6.735485983099883,0.0080249469463562,0.0003455866133024,-0.0065275962897313,0.0136061937046867,0.0022593651540228,0.008590266896946,0.014411157927169072
2016-02-05,-4.38840322096344,-0.0182281669435281,-0.005381838883733,-0.0175207126044086,-0.0665054013567066,-0.0170022072464132,-0.0152458441292204,-0.000822732787976066
2016-02-08,-0.36818249547664506,-0.0264509296220627,-0.0180746876690974,-0.0223019300502952,-0.019696860815625,-0.0134354544160084,-0.0213276664208553,-0.017908976738465032
2016-02-09,-1.2504195131252012,-0.0057151640676412,0.0011156937834748,0.0026459229077926,-0.0002423457500242,0.0105597345547408,-0.0150555765532256,-0.02016289867096388
2016-02-10,-0.14121352930693376,0.0023166948856563,0.0033649593290285,0.0073199143398463,0.0158402207122505,0.0103261262212424,-0.0018569366429309,-0.007891619479509782
2016-02-11,-1.3100605669108658,0.0,0.0,0.0,0.0,-0.0019936969448812,-0.0141780249415227,-0.008070922358301202
2016-02-12,-25.03179906513164,0.0,0.0,0.0,0.0,0.0056179291797671,0.0194138428848134,0.024312153925957425
2016-02-16,-0.10621921352945041,0.0217586533423905,0.0134629762819615,0.0082603723920429,0.0483661085749218,0.0189529422757012,0.0225319372880092,0.014032520167608364
2016-02-17,-0.6569642654307575,0.0192176942410668,0.0165335461534243,0.0244272845337123,0.0304530473737609,0.0170859876101279,0.0190830969466901,0.02486503363605519
2016-02-18,-1.0198188404912725,-0.0033214891119648,-0.0114584150854322,-0.0084070957813132,-0.0200179810974947,-0.0055041390838234,-0.0048303093112712,0.004989446000516207
2016-02-19,-4.110181067425928,0.0013133586925917,-0.0037532803917841,-0.0002305573761171,0.0025725335441373,0.0034546804915155,0.0002439892122503,-0.009122010368592393
2016-02-22,7.946959576606378,0.0171285601546185,0.0114089346422698,0.0028886561423562,0.0203103840504419,0.0063992523071874,0.0154106745369147,0.002515335508139982
2016-02-23,-2.79559290640635,-0.0099702467620236,-0.0007766117721473,-0.0082060907633213,-0.022989079259534,-0.0108391715418365,-0.0134491623020072,-0.006398284864191028
2016-02-24,-2.252094176351409,0.0062255166660536,0.0008327547104729,0.0024889151722251,0.0121321396966938,0.0051911839899009,0.0062522670456277,-0.0018153413186413614
2016-02-25,0.48846560291714614,0.0086911301215111,0.0149581243602123,0.0223956577950792,-0.011996734264259,-0.0059573856261281,0.0066052767203846,0.0010462886579327701
2016-02-26,-0.5865069878562916,0.0034799991937695,0.0021738463591121,0.026420922421728,0.0086851455497969,0.0057857458259159,0.0051797808028394,0.0034649040270982034
2016-02-29,-0.4841260153883884,-0.0073708476560825,-0.0159719123430787,-0.0075541881686588,-0.0019773118923152,0.0042320632803795,-0.0008510202569811,0.004888344003144196
2016-03-01,2.497883850473077,0.0169058625293514,0.0097350273767242,0.012633784413597,0.0301639271097042,-0.0052666270625559,0.0171145814586033,0.009467082933201754
2016-03-02,1.3363880859370165,0.0050568680354505,0.0021881395278267,-0.0003380736868981,7.273988391620634e-05,0.000264221115703,0.0107294526238156,0.002759954090632455
2016-03-03,-0.8111490849569609,0.0012305726283681,-0.0029798492458547,0.0021218573768786,-0.005008508837568,-0.0032414861912175,0.0074578229973686,0.00812110681191247
2016-03-04,0.1318612252777429,0.0041833570336884,-0.0038876366468891,-0.0006707110405643,0.0222721647524661,0.0063331517898421,0.0076133201535332,0.006770220175027486
2016-03-07,-1.5371672143356188,0.0056608704456022,0.0086232106899262,-0.0065368178192898,-0.0134518255924266,-0.0034454899612575,0.0141656600391102,0.012949858088930899
2016-03-08,3.6164042841820434,-0.0175084539225868,-0.0110113964524271,-0.0063030000925533,-0.004350896603222,0.0341295674891505,-0.022801927449832,-0.005420813532980739
2016-03-09,-1.5833235589423902,0.0057938851438334,0.0097291517588689,0.0046570371117902,0.0079927291737735,0.0019525856309439,0.0070204158627722,0.006149026560639426
2016-03-10,-1.7176411414643031,-0.0038945564870771,-0.0003112870621647,-0.0044565084953434,-0.0045637151263371,0.0064936163787437,-0.0082632114047604,-0.0010274100456212354
2016-03-11,-1.020060133876097,0.0190377768896492,0.015285068952926,0.0108578117043183,0.0278203052987195,-0.0066755157333216,0.0180308404196165,0.010677816361888803
2016-03-14,58.92599834336771,-0.0058071887399102,-0.0033772573916617,0.0051210313862053,-0.0010286855162129,0.0072178378556837,-0.0017433440007475,-0.0032879751516047273
2016-03-15,-0.3830079147472857,-0.0137919060700868,-0.0228754383817914,0.000748003036491,-0.0112307432513963,0.0053069062850573,-0.0115837938072719,-0.005730274219182485
2016-03-16,-0.6309899047098348,0.0061769070622494,-0.0073247380639731,0.0105857553583623,0.0146866400447949,-0.0117375589538186,0.0130551895557952,0.005807328337926521
2016-03-17,0.19381370463283742,0.0017941579238094,-0.0087410397768539,0.0032324167457926,-0.0038166665168318,-0.0087736111379856,0.0168018907912236,0.010622393462594637
2016-03-18,-1.5569706804477073,0.002126587335621,0.0006540950574358,-0.0042155221493509,0.0083787158465937,0.0104515220030247,0.0056203437048721,-0.00912027486363265
2016-03-21,-29.59276439884088,0.0013711069970732,0.0074690011062026,-0.0071107401220891,0.0042219002883632,0.002404296884094,0.0010150218523983,0.0047432516835135274
2016-03-22,-1.1676404985742705,-0.0045257249830844,0.0059039674618472,-0.0019204501317549,-0.0031692610055741,0.0011738091456514,-0.0018727401862397,-0.004984850037865751
2016-03-23,1.4268865141482276,-0.0099905185286363,-0.0058288935271343,0.0011381842140905,-0.0105144275822535,-0.0082881874984499,-0.022871930006657,-0.00844925960592846
2016-03-24,-0.6113150464934809,-0.0002867120746384,0.0002190992102995,-0.0044815401041614,-0.0044591734793774,-0.001557781986835,0.0035121187510131,-0.0015972220146073246
2016-03-28,-2.659450662256502,-0.0030643094142626,-0.0047069051820315,0.0116172812878472,-0.0003647950644013,-0.001607232061668,-0.0024119845675387,0.0024015373432320075
2016-03-29,0.7693361954042386,0.0089854059025304,0.0111244672005836,0.0129168495684941,0.0188963086329845,0.000700062186954,0.0161449781782133,0.002691522674435509
2016-03-30,0.16691558790953276,0.0028208280372634,-0.0016692640623439,0.002588124374719,0.0083596071746214,0.0052255977375808,0.0022427149215094,0.005790903328782626
2016-03-31,-0.7822814459190847,-0.0009249940641816,-0.0035104499725077,-0.0024395571904852,-0.0017085856077998,0.0003746500985386,0.0014732271347425,-0.0007123825716566223
2016-04-01,-2.0811603227258924,0.0032753796340228,0.0070240106993417,0.0055270450652691,0.0133112620009128,0.0005574117453371,0.0032062303838935,-0.003995743406875141
2016-04-04,0.5929612520862471,-0.0035743201681843,0.0029676783852279,-0.0035137146275007,-0.0053766198621183,-0.0024494255993998,-0.006787430105966,-0.007759418590462919
2016-04-05,0.018377857962637245,-0.0096679090706222,-0.0226891028913349,-0.0104605700832187,-0.004369920589068,0.0017663301258759,-0.0117650257665315,-0.0023612511856869745
2016-04-06,-3.5536470338598307,0.0088194010238693,0.018039443537513,0.0058959462895702,0.0065832216730499,-0.0087425090322584,0.0099411856106535,0.0032169179821204263
2016-04-07,-1.5295618138224834,-0.0094016955151445,-0.0042485912664854,-0.0115616013583498,-0.0071129921752165,-0.0026562950287479,-0.0081202826830981,-0.006070068762146441
2016-04-08,-1.4035025677894208,0.0039015748529407,-0.0053147526344206,0.0095909601821626,0.002217607955216,0.0168697867865968,0.0062339364179549,0.009821022067713736
2016-04-11,-1.5252005899747725,-0.0058310294355274,-0.0096833728857241,-0.0054307505509902,0.0037147798596868,0.0058858109163937,-0.0007929947854438,0.0019430114662308817
2016-04-12,-2.115023526620781,0.0060132596863293,-0.003576112260376,0.0067844129883101,0.0238291517447228,0.005309583235737,0.0066664892387963,0.01182022177257136
2016-04-13,0.8532139836818449,0.0122894139063662,0.0055965722465818,-0.0043224926879166,0.02753213298858,0.0064917160751425,0.0123617248392405,0.006621546200618278
2016-04-14,-1.5304919087701574,0.0006064950505386,-0.0022040669420415,-0.0020966532868552,0.0005654676295347,0.0054543354865882,-0.0021402685178474,-0.00022382573776547066
2016-04-15,3.4403904715372757,-0.0023700257199799,-0.0010452792883982,0.0071549136991237,0.0071604573980954,-0.0027129379457523,-0.00025965194785,-0.002274607869748202
2016-04-18,-1.8715898442023542,0.0070668152338122,0.0057727999477481,0.0046081013168981,-0.0086398018636114,-0.0060936418881152,0.0065406255354327,0.006058428416390482
2016-04-19,-1.646492215089424,0.0039199279380366,0.0091155078671414,0.0019127462804882,-0.0365152605973077,-0.0097448427311928,0.0072985355822357,0.010747954419227046
2016-04-20,-1.421085211895151,0.0025635239384957,0.0009609803524435,-0.0027804284511133,0.0063174371486585,-0.001830937597153,0.004562949332735,0.0031736577036016733
2016-04-21,-4.2429833657430525,-0.0005453620729092,0.0060348944519845,-0.0124767948434966,-0.0085076443438303,-0.0045800443401707,0.0017537052318377,-0.0021629913545041513
2016-04-22,-1.7140902974352445,0.0051609595976125,0.0008921607288487,0.0114910165354116,-0.0015034785444615,-0.0003039916950903,0.0062509704156745,-0.0005186871452036446
2016-04-25,-1.01010693454208,-0.0106368748023114,-0.0170473924525014,0.0050784564602568,-0.0141885579861633,0.0134750143883967,-0.0076179432438779,-0.005622747585411592
2016-04-26,-191.79103469192975,0.0026144421373812,-0.0037828522464415,0.0013611276676075,-0.0165569125757831,-0.0093913112831258,0.0078206085942549,0.0009749209734133402
2016-04-27,-0.6788574656447495,0.0016943559371289,0.000656805489585,0.0045521515844038,0.0029095078903884,-0.0056632211212377,0.0028656771474023,0.00566424127263665
2016-04-28,1.0793923370840819,-0.0051151664616961,-0.0099955483958653,-0.0079459561645265,0.000282030752396,0.00735460080617,-0.0054544452584433,-8.856783648214517e-05
2016-04-29,-2.9438559739743004,-0.0090584297479013,-0.0068563523817485,-0.0058409482147941,-0.001041071589973,-0.0074533337473948,-0.0034262434387628,0.0046822689488947855
2016-05-02,0.013978996321923454,0.0042269001014076,0.0015840666111854,0.0140110387722531,0.0027505691452722,0.0081017846653448,-0.0012988737031672,-0.006151331940407734
2016-05-03,0.2501560202682296,-0.008875532577072,0.0014204066898175,-0.0103835819708408,-0.0197092724073383,0.0068631580877143,-0.0152563366182582,-0.011391476622410912
2016-05-04,-1.1284797123631742,-0.0070719083120668,-0.0091521560500601,0.0092030884547487,-0.0089688601845945,-0.0061921595868074,-0.0047894078064861,-0.005520992611441233
2016-05-05,-0.3140805534787753,0.0014953551656669,-0.0052768598862377,0.0257597881501214,0.0003010955318742,-0.0052071211756522,-0.0020879831860647,7.335680751729967e-07
2016-05-06,-30.574825995358275,-0.0075155384712211,-0.0237919331095118,0.008882507533384,-0.001711412318632,-9.853589113956824e-05,0.0016411966947844,0.005095360111971647
2016-05-09,-0.951532849615271,-0.0002406718407468,0.0162523869932198,0.0024315559580927,-0.0162065675270937,0.0091585123088658,-0.0060760732726565,-0.010044907590207375
2016-05-10,-2.876583420589621,0.0099930027624854,0.0101163315103958,0.0186116892704542,0.0149613642005954,0.0046888082699237,0.008893889995725,0.015581870620709148
2016-05-11,-2.5665324850850135,-0.0079777545388469,-0.010886469607212,-0.0100066913898616,-0.0198010611821548,-0.0057086617067723,-0.0032627526074714,0.0009451775256819062
2016-05-12,-0.2749576471131009,-0.006354440373992,-0.0092444666974026,0.0080242369596088,-0.0193941841386167,-0.020790350790003,-0.0057607711294667,-2.9735549429532604e-05
2016-05-13,-0.7313843788728382,0.0,0.0,0.0,0.0,0.0007538905760972,-0.0052769229724595,-0.002844543727062998
2016-05-16,0.5869156064391541,0.0040437955898013,0.0074463283106569,0.0083511875231558,0.0100138478821081,0.0057354077724107,0.0080088373022556,0.010539997585205185
2016-05-17,0.7172710133942719,-0.0048032493804274,0.0067035953976846,-0.0325919190094909,0.0001187843802021,0.0060453492036653,-0.0078211026856055,0.0016993570370007482
2016-05-18,-3.578475902579099,0.0012941696732378,0.004220690282257,-0.0067607928612812,0.0145747177269088,0.0021977345115262,-0.0024621638129523,-0.006545185419376209
2016-05-19,-1.3874417058927926,-0.0079584965926841,-0.0086794750856414,0.0145430468681648,-0.0084995529829926,-0.0034574099665753,-0.0053537292878991,-0.000628525510975364
2016-05-20,0.037710925650439764,0.0069235899108837,0.0117740386153855,-0.0032945982286917,0.01855044461239,0.0075014750332006,0.0106105216724591,0.007400856316565063
2016-05-24,4.3756875840446705,0.0116720616306273,0.0121971342739539,0.0167723384296589,0.0241712996216068,-0.0029821456038511,0.0112760400753988,0.002390158323742453
2016-05-25,-1.0585339126906779,0.00299187349728,0.0016412965178977,0.0069462479993793,0.0007890757388433,0.0004215370937513,0.0067110633804192,0.007230780808221926
2016-05-26,6.056565413042883,0.0026772539518022,0.0049435868943088,-0.0042283611837212,0.0057639665397732,0.0003004958792541,-0.0010977092118464,-0.00032304568036689574
2016-05-27,-1.0308466631176476,0.0047781184457027,0.0053900441036092,0.0039675437590334,0.0114332920175679,-0.0012983707565441,0.0064131031240741,0.003988127437861255
2016-05-31,-15.871341880887993,0.0031860473432885,0.0029961588041726,-0.0080465897032104,-0.0004832445682794,-0.0136083901921845,0.0038796704798214,-0.0014829622614854765
2016-06-01,-2.1368738118806307,0.004003271332037,0.0116540151793627,0.0073206398352221,-0.0061066757805725,-0.0018275759633398,0.0061127749455698,-0.00015925174430420075
2016-06-02,-0.3544066196528921,0.0110184760730558,0.0099528869978642,0.0082308038711438,0.0015626876749963,-0.0068189073774382,0.0065737984898068,0.005222724861592365
2016-06-03,-2.3975824623453352,0.0001804814193415,-0.0025030225118967,0.0025530840050584,-0.0154244942866601,0.0199751943958823,-0.0057102056156095,0.006351422756895264
2016-06-06,-1.4657109906110672,0.0040543079747281,0.0080380450908081,-0.0007887567939748,0.0099880437587207,-0.0028576456583855,0.0121164364868339,0.0034709189289494624
2016-06-07,-2.8401823849603294,0.003544630522805,0.0008573270597687,-0.001582170651829,-0.0151051093416478,0.0087393947309129,0.0022995953542662,0.006265690493802323
2016-06-08,-1.545760864228599,0.0004612732343738,-0.0002793217162569,0.0040872875343354,-0.0144187018084886,0.0010542306671034,0.0062697677384523,-0.003655257242818122
2016-06-09,-4.729358321295745,-0.0022289960801384,-0.005656138650897,0.0031322099602422,-0.0013455514946515,0.0037600876760356,-0.0048978241916103,-0.005105812158092915
2016-06-10,-0.178509656563817,-0.010181080927798,-0.0156015580175585,-0.0054497808250258,-0.0212678122793477,0.0119925651322208,-0.0179974932614906,-0.014219081152975876
2016-06-13,-0.12777388271796897,-0.0072346324413081,0.0007045604253688,-0.0055895805719267,-0.0026486082411992,-0.0004325772448883,-0.0104818688717486,-0.003110231564789956
2016-06-14,-1.3533426289159458,-0.0048245100126597,0.0024656183559006,-0.0007716484435073,-0.0017683049416348,-0.0045520875517057,-0.002970250493526,-0.007835568119778036
2016-06-15,-0.03255506423422305,0.0033054501490099,-0.0067201399089633,-0.0007094849785939,-0.0051657045787825,-0.0018705476668428,0.0023482534516722,0.002824787546734653
2016-06-16,0.09007276457021374,7.046793639475801e-05,-0.0027268149243893,0.0041430747500768,0.0057370259840108,-0.0029743392086913,-0.0015298005670877,-0.002947545328205403
2016-06-17,-2.589640025064962,-0.0036193268402838,-0.0030061955078314,-0.0044579581083257,-0.0075959791380418,-0.0053441401892313,0.0012883940792875,0.001394570539265283
2016-06-20,-2.0821324090273183,0.0056087653189269,0.0023505080304537,0.008264936140427,0.0121305973402761,0.0059042162886677,0.0084722215606725,0.008155076655706361
2016-06-21,-1.9600836142559823,-0.0002595523919003,-0.0064244754987342,0.0018870964115167,-0.0077102506958668,-0.005270118321657,-0.0030100245737754,-0.0002012109761301284
2016-06-22,2.3764558225282375,-0.0023826622022944,-0.001197696750974,-0.0045010015047942,-0.0066599737548451,0.001117483426111,-0.0031231877025295,-0.0006073226988821956
2016-06-23,-2.5149822236119057,0.0099023157369013,0.0130681014169646,0.0147580357173735,0.0148847739255901,0.0092127743576978,0.0133190201835564,0.009109663727228545
2016-06-24,-2.272832969847361,-0.0308258747302989,-0.027631268055026,-0.0334158762369747,-0.0324378617012693,-0.0216636429045631,-0.0281986365365329,-0.016948097071906587
2016-06-27,-0.4559867140794729,-0.0202289184730397,-0.0204173331536262,-0.0077874545611029,-0.0251908312387197,-0.003003017288416,-0.0247939111990062,-0.014547347083332052
2016-06-28,-2.5674824741487012,0.0137266718938624,0.0226804808407636,0.0137224363229155,0.0176002732779647,0.0080035255607482,0.0202401365074268,0.011168907631161629
2016-06-29,-0.3445069308195865,0.0114929265471033,0.0126368238297545,0.0171182855334377,0.0234451455255151,0.0081246525347748,0.0171754760287972,0.014018229115872582
2016-06-30,-0.7191047383596105,0.0079802725803499,0.0031135664903849,0.0211424780937852,0.0094717976617668,0.0003092002327352,0.0104753204928676,0.001980516843654634
2016-07-05,-6.375653656077484,-0.0083270415965148,-0.0056027222460205,0.0007670283239313,-0.0051919460352811,-0.026303968714984,-0.0095558307423906,-0.0027561791362149535
2016-07-06,-2.1050332005498955,0.0004672583495399,0.0069142819362777,0.0084841617641089,-0.0154551692973941,-0.0034913270518591,0.0055979444368157,0.0008080413120790109
2016-07-07,-0.6265465484938129,0.0024062648915033,0.0009512751403228,-0.001835804934294,0.0058311562059458,0.0111334419301395,0.0002704943971046,-0.006787969413381778
2016-07-08,3.739906419276603,0.0144584301910963,0.0101504752328878,0.0087062152802213,0.0138865746245071,0.0065481407196001,0.0171376093567512,0.008870519284076117
2016-07-11,-0.8765234470812473,0.0041852800533572,0.0007232615605246,0.0021431202194477,0.0036355871571298,0.0051302917922932,0.0052016256363097,0.0071557605134418
2016-07-12,3.249621230001547,0.008519447372326,0.0067545257789178,-0.0135821061240066,0.0148135166874265,0.0182424704561745,0.0096217339242198,0.008062314961551076
2016-07-13,-1.0219045791082848,-0.0022385630721882,0.0054246143420391,0.0110634706674968,-0.0048479883006798,-0.0003982657801746,-0.0030266355046691,0.0011141295526144734
2016-07-14,-40.373731768057965,0.0056913907645235,0.0025731290105033,-0.0032460450094133,0.0085756639911036,-0.0033572709435945,0.0009510036559298,0.0014295767845562413
2016-07-15,-2.433992621647505,0.0014726394069082,-0.0010517889882857,0.0035374499697062,-0.0044345043569875,-0.0005399559836403,0.0058065622509828,-0.0022115784745206923
2016-07-18,-0.9873414171617151,0.0013409662371135,0.0017215404635337,0.0035089338565081,0.0103606048804099,0.0006939440889085,0.0026725793892161,0.003451080689553132
2016-07-19,-56.45404090466357,-0.0038331252429038,-0.0046326217161757,-0.001430642857132,-0.041376051026165,0.0052198359056873,-0.0042315833070213,-0.000536043599130176
2016-07-20,0.3672219126518437,0.0057347205729922,0.0158265678077493,-0.0049514661435895,0.0162334286434082,-0.0010074204934684,0.0043929734654721,0.0006168840333751202
2016-07-21,-1.2951434611195554,0.0006691838787491,-0.001840805859444,-0.0052731739375391,-0.0145676105179244,0.005754431784488,-0.0016975376528651,0.0022196886243366354
2016-07-22,1.563240303153966,0.0035166528145533,0.0007985725621775,0.0062184151214244,0.0023391258118905,-0.0018966365114297,0.0086897381653197,0.002391212859136793
2016-07-25,-1.8198282309109939,-0.0004044391986239,4.1974617554840776e-05,0.000778214124613,0.0049378045884107,-0.0022794061982633,-0.0030328869808791,-0.007024339995589157
2016-07-26,-0.0925078386514595,0.0017457960158053,-0.0009146663634116,-0.0108352129046903,0.0207489697361744,0.0054646746779449,0.0061558215864165,0.0035797794193721533
2016-07-27,-1.3696900484734484,-0.00121935301938,0.0098396755842395,-0.0136889203834311,-5.753777644601499e-05,0.001840132770231,0.0016296920519401,-0.00023780068728518344
